YEAR,CALC,MEAN,INDEX,STATION_NAME,STATION_ID
2023,0.0,0.0,TR,SAMEDAN,1658
2023,4.0,39.0,TR,GENEVE OBSERVATOIRE,241
2023,0.0,0.0,TR,BERN/ZOLLIKOFEN,1644
2023,0.0,0.0,TR,GRIMSEL HOSPIZ,1651
2023,2.0,183.0,TR,ST. GALLEN (ANETZ-STATIONS),1663
2023,11.0,494.0,TR,NEUCHATEL,1656
2023,19.0,2203.0,TR,LOCARNO-MONTI,1438
2023,2.0,200.0,TR,BAD RAGAZ,1643
2023,0.0,0.0,TR,SAENTIS,243
2023,0.0,0.0,TR,LA CHAUX-DE-FONDS,1653
2023,0.0,0.0,TR,SION 2,1662
2023,3.0,300.0,TR,BASEL BINNINGEN,239
2023,0.0,0.0,TR,PAYERNE,2180
2023,0.0,0.0,TR,GRACHEN,1650
2023,4.0,39.0,TR,GENEVE COINTRIN,240
2023,0.0,0.0,TR,CHATEAU-D'OEX,1645
2023,0.0,0.0,TR,S. BERNARDINO,1659
2023,0.0,0.0,TR,COL DU GRAND ST-BERNARD,1649
2023,0.0,-999999.0,TR,ELM,10984
2023,1.0,0.0,TR,LUZERN,1655
